geocode,publisher,activity_or_facility,row_count
E07000084,Matthew Arnold Sports Centre,Sports Hall,4442
E07000084,Serco Leisure,,8703
E07000085,Everyone Active,,87580
E07000085,Everyone Active,Abs/Core,5
E07000085,Everyone Active,Aqua Aerobics,5
E07000085,Everyone Active,HIIT,5
E07000085,Everyone Active,Zumba®,5
E07000085,Exercise Anywhere,Nordic Walking,21
E07000085,Playwaze,FitSteps®,8
E07000085,Playwaze,Group Exercise,20
E07000085,TeamUp,,234
E07000086,,Short Tennis,12
E07000086,,Tennis,45
E07000086,Bookwhen,Iyengar Yoga,8
E07000086,British Triathlon,Triathlon,1
E07000086,England Netball,Netball,4
E07000086,Everyone Active,,27660
E07000086,Exercise Anywhere,Nordic Walking,3
E07000086,GoodGym,Running,1
E07000086,Places Leisure,,25155
E07000086,Places Leisure,Pilates,10
E07000086,Places Leisure,Strength and Conditioning,5
E07000086,TeamUp,,3309
E07000086,TeamUp,Pilates,3
E07000086,TeamUp,Weightlifting,3
E07000087,British Triathlon,Triathlon,1
E07000087,Everyone Active,,75755
E07000087,Everyone Active,Gym Workout,20
E07000087,Everyone Active,HIIT,40
E07000087,Everyone Active,Personal Training,20
E07000087,Everyone Active,Pilates,5
E07000087,Everyone Active,Rpm™,5
E07000087,Everyone Active,Swimming,5
E07000087,Everyone Active,Yoga,5
E07000087,Everyone Active,Zumba®,5
E07000088,,Short Tennis,9
E07000088,,Tennis,3
E07000088,British Triathlon,Triathlon,1
E07000088,Places Leisure,,25860
E07000088,Places Leisure,Abs/Core,5
E07000088,Places Leisure,Body Combat™,5
E07000088,Places Leisure,Bodyattack™,5
E07000088,Places Leisure,Bodybalance™,5
E07000088,Places Leisure,Rpm™,10
E07000088,Places Leisure,Zumba®,5
E07000088,Playwaze,Badminton,12
E07000089,Bookwhen,Meditation,4
E07000089,Everyone Active,,62710
E07000089,Everyone Active,Aqua Aerobics,5
E07000089,Everyone Active,Aqua Zumba®,5
E07000089,Everyone Active,Body Conditioning,5
E07000089,Everyone Active,Pilates,10
E07000089,Everyone Active,Stretch Class,5
E07000089,Mark Allen,Sports Hall,1320
E07000089,Playwaze,FitSteps®,12
E07000090,,,13116
E07000090,GoodGym,Running,1
E07000091,British Triathlon,Triathlon,3
E07000091,Exercise Anywhere,Nordic Walking,93
E07000091,GoodGym,Running,1
E07000092,Places Leisure,,3225
E07000093,Bookwhen,Bounce,72
E07000093,Bookwhen,"Hatha Yoga, Yoga",160
E07000093,British Triathlon,Triathlon,3
E07000093,England Netball,Netball,12
E07000093,Exercise Anywhere,Nordic Walking,9
E07000093,Places Leisure,,43585
E07000093,Places Leisure,Badminton,5
E07000093,Places Leisure,Group Exercise,5
E07000093,Places Leisure,Gym Workout,10
E07000093,Places Leisure,Pilates,5
E07000093,Places Leisure,Swimming,5
E07000093,Places Leisure,Yoga,5
E07000093,Playwaze,FitSteps®,4
E07000093,TeamUp,,702
E07000093,TeamUp,Pilates,3
E07000094,Bookwhen,Bounce,20
E07000094,Bookwhen,"Dance, Dance Fitness",4
E07000094,Bookwhen,"FLexercise, Group Exercise",40
E07000094,Everyone Active,,70105
E07000094,Everyone Active,Circuit Training,5
E07000094,Everyone Active,Gym Workout,20
E07000094,Exercise Anywhere,Nordic Walking,21
E07000094,Playwaze,Other,40
E07000094,TeamUp,,60
E07000095,Better,Canoeing,392
E07000095,Better,"Hatha Yoga, Yoga",48
E07000095,Better,Kayaking,260
E07000095,Better,"Sailing, Stand Up Paddleboarding, Open Water Swimming",24
E07000095,Better,Stand Up Paddleboarding,208
E07000095,Better,White Water Rafting,752
E07000095,Better,Yoga,8
E07000095,Exercise Anywhere,Nordic Walking,3
E07000095,GLL,"Adult Activities, Swimming",89
E07000095,GLL,"Children's Activities, Swimming",188
E07000095,GLL,"Fitness Classes, Swimming",8
E07000095,GLL,"Kids Activities , Swimming",16
E07000095,GLL,Swimming,8
E07000095,Matthew Arnold Sports Centre,Sports Hall,800
E07000095,School Enterprises Ltd,Sports Hall,23248
E07000096,Bookwhen,Bounce,36
E07000096,England Netball,Netball,24
E07000096,England Netball,Walking Netball,9
E07000096,Everyone Active,,109315
E07000096,Everyone Active,Bodyattack™,5
E07000096,Everyone Active,HIIT,40
E07000096,Everyone Active,Metafit,5
E07000096,Everyone Active,Pilates,5
E07000096,Exercise Anywhere,Nordic Walking,60
E07000098,Actihire,Sports Hall,20310
E07000098,Bookwhen,"Dance, Dance Fitness",12
E07000098,England Netball,Netball,9
E07000098,England Netball,Walking Netball,4
E07000098,Exercise Anywhere,Nordic Walking,12
E07000098,Played,Aqua Zumba,60
E07000098,Played,Boxercise,68
E07000098,Played,Dance Fitness,64
E07000098,Played,Netball,48
E07000098,Played,Pilates,340
E07000098,Played,Tai Chi,52
E07000098,Played,Trampolining,44
E07000098,Played,Yoga,236
E07000098,Played,Zumba,44
E07000098,Playwaze,Football,4
E07000098,School Enterprises Ltd,Sports Hall,44952
E07000098,SLL and InspireAll,,52680
E07000099,Bookwhen,Bounce,52
E07000099,Bookwhen,Cycling,16
E07000099,Bookwhen,"Dance, Dance Fitness",4
E07000099,British Triathlon,Triathlon,10
E07000099,England Netball,Walking Netball,8
E07000099,Everyone Active,,86340
E07000099,Everyone Active,Aqua Aerobics,5
E07000099,Everyone Active,Bodypump™,5
E07000099,Everyone Active,Circuit Training,5
E07000099,Everyone Active,Pilates,15
E07000099,Exercise Anywhere,Nordic Walking,3
E07000099,GoodGym,Running,1
E07000099,Playwaze,FitSteps®,4
E07000099,Playwaze,FitSteps® TONE,4
E07000099,TeamUp,,10311
E07000102,Bookwhen,"Dance, Dance Fitness",12
E07000102,Bookwhen,Hatha Yoga,76
E07000102,Bookwhen,"Hatha Yoga, Yin Yoga, Yoga",8
E07000102,Bookwhen,"Meditation, Yin Yoga",4
E07000102,Bookwhen,"Meditation, Yoga",48
E07000102,Bookwhen,Yin Yoga,56
E07000102,Bookwhen,Yoga,216
E07000102,Everyone Active,,67455
E07000102,Everyone Active,Circuit Training,5
E07000102,Everyone Active,HIIT,5
E07000102,Everyone Active,Pickleball,5
E07000102,Everyone Active,Squash,10
E07000102,Exercise Anywhere,Nordic Walking,99
E07000102,Playwaze,Circuit Training,32
E07000102,Playwaze,Group Exercise,28
E07000103,Bookwhen,"Dance, Dance Fitness",12
E07000103,England Netball,Netball,17
E07000103,Everyone Active,,85600
E07000103,Everyone Active,Badminton,15
E07000103,Everyone Active,Bodybalance™,5
E07000103,Everyone Active,Line Dancing,5
E07000103,Everyone Active,Meditation,5
E07000103,Everyone Active,Pickleball,10
E07000103,Everyone Active,Swimming,280
E07000103,Everyone Active,Yoga,5
E07000103,Exercise Anywhere,Nordic Walking,30
E07000105,Playwaze,Dance Aerobics,8
E07000105,Playwaze,FitSteps®,4
E07000105,Playwaze,FitSteps® CHAIR,28
E07000105,Playwaze,FitSteps® FAB,28
E07000105,Playwaze,FitSteps® Original,8
E07000105,TeamUp,,3
E07000106,Bookwhen,Bounce,24
E07000106,British Triathlon,Triathlon,4
E07000106,Matthew Arnold Sports Centre,Sports Hall,2882
E07000106,Playwaze,Dodgeball,4
E07000106,Playwaze,Other,40
E07000106,TeamUp,,1845
E07000107,Bookwhen,Pilates,176
E07000107,British Triathlon,"Duathlon, Triathlon",1
E07000107,British Triathlon,Triathlon,3
E07000107,Exercise Anywhere,Nordic Walking,3
E07000107,Places Leisure,,16840
E07000107,Places Leisure,Body Combat™,5
E07000107,Places Leisure,Kettlebells,10
E07000107,Places Leisure,Swimming,5
E07000108,British Triathlon,Triathlon,1
E07000108,Places Leisure,,21755
E07000108,Places Leisure,Group Exercise,5
E07000108,Places Leisure,Indoor Cycling,5
E07000109,Gravesham Legend Sports Ltd,Sports Hall,4990
E07000110,Playwaze,Ballroom And Latin,112
E07000110,Playwaze,FitSteps®,8
E07000110,Playwaze,Pilates,16
E07000110,Playwaze,Reformer Pilates,12
E07000110,Serco Leisure,,11505
E07000110,TeamUp,,78
E07000111,British Triathlon,Triathlon,1
E07000111,British Triathlon,"Triathlon, Duathlon",1
E07000111,Everyone Active,,106350
E07000111,Everyone Active,Aqua Aerobics,10
E07000111,Everyone Active,Bodybalance™,10
E07000111,Everyone Active,Bodypump™,10
E07000111,Everyone Active,Cx Worx™,5
E07000111,Everyone Active,HIIT,5
E07000111,Everyone Active,Indoor Cycling,5
E07000111,Everyone Active,Multi Fitness,5
E07000111,Everyone Active,Pilates,15
E07000111,Everyone Active,Stretch Class,5
E07000111,Everyone Active,Swimming,10
E07000111,Everyone Active,Yoga,10
E07000111,Exercise Anywhere,Nordic Walking,54
E07000111,Playwaze,FitSteps®,12
E07000112,British Triathlon,Triathlon,1
E07000112,Exercise Anywhere,Nordic Walking,3
E07000112,Hythe Cricket & Squash Club,Sports Hall,91270
E07000112,Playwaze,Wheelchair Basketball,8
E07000113,Played,Golf,268
E07000113,Serco Leisure,,10074
E07000113,TeamUp,,159
E07000113,TeamUp,Pilates,3
E07000114,Matthew Arnold Sports Centre,Sports Hall,3482
E07000114,Playwaze,FitSteps®,4
E07000114,Playwaze,Tap,4
E07000114,Sports IQ LTD,Sports Hall,11328
E07000114,Your Leisure,,55440
E07000115,British Triathlon,"Duathlon, Triathlon",1
E07000115,Exercise Anywhere,Nordic Walking,12
E07000115,Playwaze,Dance Fitness,12
E07000115,Playwaze,FitSteps®,12
E07000116,British Triathlon,Triathlon,1
E07000116,Exercise Anywhere,Nordic Walking,3
E07000116,Playwaze,FitSteps®,4
E07000116,Playwaze,Pilates,4
E07000118,British Triathlon,Triathlon,1
E07000118,Exercise Anywhere,Nordic Walking,6
E07000119,Fylde Coast YMCA,,8290
E07000119,Playwaze,FitSteps®,8
E07000119,Playwaze,Freestyle,12
E07000120,Bookwhen,Yoga,8
E07000121,,,6900
E07000121,British Triathlon,Triathlon,1
E07000122,TeamUp,,2589
E07000123,Better,Indoor Cycling,120
E07000123,Better,Soft Play,6768
E07000123,Better,Swimming,9408
E07000123,Exercise Anywhere,Nordic Walking,24
E07000123,GLL,"Fitness Classes, Swimming",378
E07000123,GLL,"Gym Workout, Swimming",140
E07000123,GLL,"Legs, Bums & Tums, Swimming",24
E07000123,GLL,Swimming,225
E07000123,GLL,"Swimming, Swimming",553
E07000123,GLL,"Trampoline Park, Swimming",60
E07000123,Playwaze,Football,8
E07000124,British Triathlon,Triathlon,1
E07000125,British Triathlon,Triathlon,2
E07000126,Exercise Anywhere,Nordic Walking,27
E07000126,Places Leisure,,3350
E07000126,TeamUp,,798
E07000127,British Triathlon,Triathlon,1
E07000127,JMO Sports Limited,Sports Hall,2512
E07000128,British Triathlon,Triathlon,1
E07000128,Exercise Anywhere,Nordic Walking,9
E07000128,Fylde Coast YMCA,,17660
E07000128,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,19320
E07000129,Bookwhen,Bounce,12
E07000129,Everyone Active,,54740
E07000130,England Netball,Walking Netball,12
E07000130,GoodGym,Running,2
E07000130,ID Verde Charnwood,Sports Hall,83016
E07000130,Loughborough University,,9570
E07000130,SportSuite,Running,1
E07000130,TeamUp,,2373
E07000131,Bookwhen,Restorative Yoga,4
E07000131,Bookwhen,Yoga,16
E07000131,British Triathlon,Triathlon,1
E07000131,Everyone Active,,24840
E07000131,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,270
E07000131,Playwaze,FitSteps®,4
E07000132,British Triathlon,Triathlon,5
E07000132,Playwaze,FitSteps®,8
E07000133,British Triathlon,Triathlon,1
E07000133,Everyone Active,,40655
E07000133,Everyone Active,Indoor Cycling,5
E07000133,Everyone Active,Personal Training,50
E07000134,Everyone Active,,60350
E07000134,Everyone Active,Aqua Aerobics,5
E07000134,Everyone Active,Body Combat™,5
E07000134,Everyone Active,Body Conditioning,5
E07000134,Everyone Active,Bodybalance™,5
E07000134,Everyone Active,Open Water Swimming,270
E07000134,Everyone Active,Rpm™,110
E07000134,Playwaze,Dance Fitness,4
E07000134,Playwaze,FitSteps®,12
E07000134,Playwaze,FitSteps® Original,36
E07000135,Everyone Active,,52920
E07000135,Everyone Active,Personal Training,10
E07000135,Everyone Active,Swimming,5
E07000136,Playwaze,Circuit Training,12
E07000136,Playwaze,Group Exercise,4
E07000136,Playwaze,Line Dancing,4
E07000136,Playwaze,Restorative Yoga,4
E07000136,Playwaze,Running,8
E07000136,Playwaze,Walking,124
E07000136,Playwaze,Yoga,28
E07000136,Playwaze,Zumba®,4
E07000137,England Netball,Walking Netball,2
E07000137,Playwaze,Abs/Core,4
E07000137,Playwaze,Aerobics,4
E07000137,Playwaze,Archery,8
E07000137,Playwaze,Badminton,4
E07000137,Playwaze,Boxercise,4
E07000137,Playwaze,Boxing Fitness,8
E07000137,Playwaze,Brazilian jiu-jitsu,12
E07000137,Playwaze,Chair Based Exercise,16
E07000137,Playwaze,Chair Yoga,4
E07000137,Playwaze,Circuit Training,4
E07000137,Playwaze,Clubbercise,8
E07000137,Playwaze,Cricket,4
E07000137,Playwaze,Dance,124
E07000137,Playwaze,Dance Fitness,20
E07000137,Playwaze,Fabs,8
E07000137,Playwaze,Football,44
E07000137,Playwaze,Group Exercise,220
E07000137,Playwaze,Gym Workout,32
E07000137,Playwaze,Hatha Yoga,4
E07000137,Playwaze,HIIT,4
E07000137,Playwaze,Jazz,12
E07000137,Playwaze,Jazzercise,16
E07000137,Playwaze,Kettlebells,4
E07000137,Playwaze,Legs Bums And Tums,8
E07000137,Playwaze,Lindy Hop,8
E07000137,Playwaze,Line Dancing,4
E07000137,Playwaze,Pickleball,4
E07000137,Playwaze,Pilates,32
E07000137,Playwaze,Pole Fitness,16
E07000137,Playwaze,Pump Fx,4
E07000137,Playwaze,Samba,8
E07000137,Playwaze,Short Mat Bowls,12
E07000137,Playwaze,Spinning,4
E07000137,Playwaze,Swimming Lessons,8
E07000137,Playwaze,Tai Chi,48
E07000137,Playwaze,Ten-Pin Bowling,4
E07000137,Playwaze,Walking,84
E07000137,Playwaze,Walking Football,12
E07000137,Playwaze,Walking Rugby,4
E07000137,Playwaze,Yoga,48
E07000137,Playwaze,Zumba®,8
E07000137,Playwaze,Zumba® Gold,4
E07000138,Better,Climbing,1576
E07000138,Better,Soft Play,16872
E07000138,Better,Sprint®,100
E07000138,Better,Swimming,14788
E07000138,Better,Zumba®,8
E07000138,Bookwhen,"Ballestics, Ballet, Ballet Fitness",12
E07000138,Bookwhen,Boogie Bounce,32
E07000138,Bookwhen,Clubbercise,12
E07000138,Bookwhen,Dance Fitness,4
E07000138,Bookwhen,Pilates,4
E07000138,Bookwhen,Pound™,12
E07000138,Bookwhen,"Tap, Tap Fitness",12
E07000138,GLL,"Clip 'n Climb, Swimming",54
E07000138,GLL,"Fitness Classes, Swimming",869
E07000138,GLL,"Kids Activities , Swimming",54
E07000138,GLL,"Legs, Bums & Tums, Swimming",47
E07000138,GLL,"Social Activities, Swimming",40
E07000138,GLL,"Swimming, Swimming",304
E07000138,Played,Golf,72
E07000138,Playwaze,Circuit Training,12
E07000138,Playwaze,Group Exercise,8
E07000138,Playwaze,Karate,36
E07000138,Playwaze,Multisports,24
E07000138,Playwaze,Netball,4
E07000138,Playwaze,Parkour,24
E07000138,Playwaze,Taekwondo,4
E07000138,Playwaze,Walking,68
E07000138,Playwaze,Walking Football,16
E07000138,Playwaze,Weightlifting,16
E07000138,Priory Federation of Academies,Sports Hall,150296
E07000139,Better,Aqua Aerobics,112
E07000139,Better,Body Combat™,32
E07000139,Better,Circuit Training,100
E07000139,Better,Multisports,16
E07000139,Better,Swimming,20064
E07000139,Bookwhen,"Hatha Yoga, Yoga",52
E07000139,Bookwhen,"Restorative Yoga, Yoga",12
E07000139,British Triathlon,Triathlon,11
E07000139,England Netball,Walking Netball,3
E07000139,GLL,"Athletics, Swimming",38
E07000139,GLL,"Fitness Classes, Swimming",516
E07000139,GLL,"Football, Swimming",7
E07000139,GLL,"Gym Workout, Swimming",309
E07000139,GLL,"Legs, Bums & Tums, Swimming",16
E07000139,GLL,"Social Activities, Swimming",25
E07000139,GLL,"Squash, Swimming",36
E07000139,GLL,Swimming,44
E07000139,GLL,"Swimming, Swimming",432
E07000139,Playwaze,Basketball,8
E07000139,Playwaze,Buggy Fitness,8
E07000139,Playwaze,FitSteps®,16
E07000139,Playwaze,Jazzercise,4
E07000139,Playwaze,Martial Arts > Taekwondo,8
E07000139,Playwaze,Morris Dancing,4
E07000139,Playwaze,Padel Tennis,40
E07000139,Playwaze,Walking,100
E07000139,Playwaze,Yoga,4
E07000140,Playwaze,Basketball,4
E07000140,Playwaze,Chair Yoga,4
E07000140,Playwaze,Dodgeball,4
E07000140,Playwaze,Functional Fitness,12
E07000140,Playwaze,Walking,80
E07000140,Playwaze,Walking Cricket,8
E07000140,Playwaze,Yoga,12
E07000140,Spalding United Football Club,Sports Hall,143454
E07000141,Bookwhen,Qigong,12
E07000141,British Triathlon,Triathlon,3
E07000141,Leisure SK,,11470
E07000141,Playwaze,Circuit Training,8
E07000141,Playwaze,Football,8
E07000141,Playwaze,Lindy Hop,4
E07000141,Playwaze,Roller Skating,8
E07000141,Playwaze,Tag Rugby Union,8
E07000141,Playwaze,Walking,80
E07000142,Everyone Active,,50785
E07000142,Everyone Active,Bodybalance™,10
E07000142,Everyone Active,Bodypump™,10
E07000142,Everyone Active,Rpm™,5
E07000142,Playwaze,Circuit Training,4
E07000142,Playwaze,Cricket,8
E07000142,Playwaze,Gym Workout,40
E07000142,Playwaze,Lindy Hop,4
E07000142,Playwaze,Strength and Conditioning,4
E07000142,Playwaze,Walking,64
E07000142,Priory Federation of Academies,Sports Hall,72134
E07000143,Bookwhen,Yoga,4
E07000143,British Triathlon,Triathlon,1
E07000143,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,6975
E07000143,Playwaze,FitSteps®,4
E07000143,Playwaze,General,4
E07000143,Playwaze,Multi Dance,4
E07000144,GoodGym,Running,5
E07000145,Played,Football,112
E07000145,Played,Table Tennis,44
E07000146,,,30657
E07000146,Exercise Anywhere,Nordic Walking,33
E07000146,Played,Football,84
E07000147,British Triathlon,Triathlon,1
E07000147,Everyone Active,,64610
E07000147,Everyone Active,Gym Workout,55
E07000147,Everyone Active,Swimming,15
E07000147,Played,Badminton,28
E07000147,Played,Ballet Fitness,220
E07000147,Played,Football,92
E07000147,Played,Gym Workout,196
E07000147,Played,Roller Skating,64
E07000147,Playwaze,FitSteps®,8
E07000147,TeamUp,,1263
E07000148,GoodGym,Running,18
E07000148,Places Leisure,,6765
E07000148,Places Leisure,Step Aerobics,5
E07000148,Played,Football,112
E07000148,Played,Running,4
E07000149,British Triathlon,Triathlon,1
E07000149,Exercise Anywhere,Nordic Walking,54
E07000149,Langley Grange Pool,Sports Hall,23546
E07000149,Played,Football,112
E07000149,Playwaze,Badminton,4
E07000149,Playwaze,FitSteps®,4
E07000149,TeamUp,,4461
E07000149,Wymondham Town United FC,Sports Hall,27114
E07000170,Everyone Active,,87015
E07000170,Everyone Active,Aqua Aerobics,5
E07000170,Everyone Active,Legs Bums And Tums,5
E07000170,Everyone Active,Pilates,5
E07000170,Everyone Active,Rpm™,10
E07000170,Everyone Active,Step Aerobics,5
E07000171,British Triathlon,Triathlon,1
E07000171,Playwaze,Walking,4
E07000172,Liberty Leisure,,25645
E07000172,Playwaze,FitSteps® Original,8
E07000173,Playwaze,Badminton,4
E07000173,Playwaze,FitSteps®,16
E07000173,TeamUp,,84
E07000174,Actihire,Sports Hall,160998
E07000174,Debdale Park Sports & Recreation Club,Sports Hall,119570
E07000174,Serco Leisure,,9303
E07000175,Playwaze,Walking,8
E07000175,TeamUp,,318
E07000176,Bookwhen,Pilates,32
E07000176,British Triathlon,Triathlon,1
E07000176,LRSO,Sports Hall,81468
E07000176,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,25878
E07000176,Playwaze,Canoe Polo,8
E07000176,Serco Leisure,,6765
E07000177,Bookwhen,"Clubbercise, Dance Fitness",4
E07000177,Bookwhen,"Dance Fitness, Zumba®",32
E07000177,British Triathlon,Triathlon,1
E07000177,Hill View Primary School,Sports Hall,26750
E07000177,"Parkwood Leisure Ltd, its subsidiaries and partner organisations",,16935
E07000177,Water Lilies Swimming School Ltd,Sports Hall,2904
E07000178,,Tennis,148
E07000178,GoodGym,Running,9
E07000178,Oxford University,,96365
E07000178,Playwaze,Bootcamp,8
E07000178,Playwaze,FitSteps®,4
E07000178,Playwaze,Gym Workout,40
E07000178,Playwaze,Karate,8
E07000178,Playwaze,Kayaking,8
E07000178,Serco Leisure,,13824
E07000179,,Tennis,3
E07000179,Better,Aerobics,16
E07000179,Better,Aqua Aerobics,164
E07000179,Better,"Aqua Fit (Deep Water), Aqua Aerobics",16
E07000179,Better,Basketball,64
E07000179,Better,Body Conditioning,144
E07000179,Better,"Body Conditioning, Group Exercise",32
E07000179,Better,Boxfit,32
E07000179,Better,Circuit Training,112
E07000179,Better,"Core Stability, Abs/Core, Group Exercise",128
E07000179,Better,"Dance Fitness, Group Exercise",724
E07000179,Better,Group Exercise,60
E07000179,Better,"Hatha Yoga, Yoga",176
E07000179,Better,HIIT,48
E07000179,Better,Indoor Cycling,496
E07000179,Better,Legs Bums And Tums,48
E07000179,Better,Multisports,16
E07000179,Better,Pickleball,32
E07000179,Better,Pilates,224
E07000179,Better,Pump Fx,172
E07000179,Better,Roller Skating,192
E07000179,Better,Soft Play,16
E07000179,Better,"Spinning, Indoor Cycling",16
E07000179,Better,Squash,48
E07000179,Better,Swimming,37760
E07000179,Better,Swimming Lessons,116
E07000179,Better,"Swimming, Aqua Aerobics",96
E07000179,Better,Table Tennis,80
E07000179,Better,Yoga,16
E07000179,British Triathlon,Triathlon,2
E07000179,Didcot Town Council,Sports Hall,12412
E07000179,GLL,"Adult Activities, Swimming",17
E07000179,GLL,"Badminton, Swimming",31
E07000179,GLL,"Fitness Classes, Swimming",592
E07000179,GLL,"Games, Swimming",23
E07000179,GLL,"Gym Workout, Swimming",425
E07000179,GLL,"Kids Activities , Swimming",9
E07000179,GLL,"Legs, Bums & Tums, Swimming",15
E07000179,GLL,Skate Park,19
E07000179,GLL,"Social Activities, Swimming",15
E07000179,GLL,"Squash, Swimming",53
E07000179,GLL,"Strength Basics, Swimming",15
E07000179,GLL,Swimming,190
E07000179,GLL,"Swimming, Swimming",931
E07000179,Playwaze,Fencing,4
E07000179,Playwaze,FitSteps®,4
E07000180,Better,Aerobics,120
E07000180,Better,Aqua Aerobics,108
E07000180,Better,"Aquacise, Aqua Fit, Aqua Aerobics",20
E07000180,Better,Badminton,40
E07000180,Better,Body Combat™,100
E07000180,Better,Body Conditioning,668
E07000180,Better,"Body Conditioning, Group Exercise",188
E07000180,Better,Bodypump™,20
E07000180,Better,Boxfit,64
E07000180,Better,Circuit Training,264
E07000180,Better,"Core Stability, Abs/Core, Group Exercise",148
E07000180,Better,"Core Stability, Group Exercise, Abs/Core",40
E07000180,Better,"Dance Fitness, Group Exercise",60
E07000180,Better,Football,192
E07000180,Better,Functional Fitness,20
E07000180,Better,Golf,9816
E07000180,Better,Group Exercise,276
E07000180,Better,"Hatha Yoga, Yoga",380
E07000180,Better,HIIT,204
E07000180,Better,Indoor Cycling,716
E07000180,Better,Legs Bums And Tums,84
E07000180,Better,Multisports,24
E07000180,Better,Pickleball,236
E07000180,Better,Pilates,320
E07000180,Better,Pump Fx,340
E07000180,Better,Roller Skating,176
E07000180,Better,Soft Play,11276
E07000180,Better,"Spinning, Indoor Cycling",20
E07000180,Better,Strength and Conditioning,80
E07000180,Better,Swimming,32408
E07000180,Better,Swimming Lessons,180
E07000180,Better,"Swimming, Aqua Aerobics",632
E07000180,Better,Table Tennis,40
E07000180,Better,Tai Chi,40
E07000180,Better,Tennis,304
E07000180,Better,Walking Netball,40
E07000180,Better,Wheelchair Tennis,40
E07000180,Better,Yoga,180
E07000180,Better,Zumba®,80
E07000180,Better,"Zumba®, Group Exercise",20
E07000180,Bookwhen,Bounce,4
E07000180,Bookwhen,Zumba® Gold,28
E07000180,British Triathlon,Triathlon,1
E07000180,Everyone Active,,7760
E07000180,Exercise Anywhere,Nordic Walking,18
E07000180,GLL,"Adult Activities, Swimming",52
E07000180,GLL,"Fitness Classes, Swimming",1494
E07000180,GLL,"Fitness classes, Swimming",45
E07000180,GLL,"Football, Swimming",8
E07000180,GLL,"Gym Workout, Swimming",515
E07000180,GLL,"Kids Activities , Swimming",49
E07000180,GLL,"Legs, Bums & Tums, Swimming",28
E07000180,GLL,"Netball draft, Swimming",8
E07000180,GLL,"Social Activities, Swimming",31
E07000180,GLL,Swimming,376
E07000180,GLL,"Swimming, Swimming",841
E07000180,GLL,"Tennis, Swimming",90
E07000180,GoodGym,Running,1
E07000180,Playwaze,FitSteps®,24
E07000180,Playwaze,FitSteps® FAB,40
E07000180,Playwaze,FitSteps® Original,24
E07000181,Better,Aqua Aerobics,112
E07000181,Better,Badminton,48
E07000181,Better,Body Combat™,16
E07000181,Better,Body Conditioning,288
E07000181,Better,Boxfit,64
E07000181,Better,Circuit Training,184
E07000181,Better,"Core Stability, Abs/Core, Group Exercise",80
E07000181,Better,"Dance Fitness, Group Exercise",48
E07000181,Better,FloatFit,16
E07000181,Better,Group Exercise,192
E07000181,Better,"Group Exercise, Body Conditioning",56
E07000181,Better,"Hatha Yoga, Yoga",128
E07000181,Better,HIIT,364
E07000181,Better,Indoor Cycling,512
E07000181,Better,Multisports,48
E07000181,Better,Pilates,364
E07000181,Better,Pump Fx,112
E07000181,Better,Soft Play,22804
E07000181,Better,"Spinning, Indoor Cycling",64
E07000181,Better,Step Aerobics,16
E07000181,Better,Swimming,15536
E07000181,Better,Swimming Lessons,160
E07000181,Better,Tai Chi,32
E07000181,Better,Trampolining,2332
E07000181,Better,Walking Football,32
E07000181,Better,Walking Netball,32
E07000181,Better,Yoga,176
E07000181,Better,Zumba®,100
E07000181,British Triathlon,Triathlon,1
E07000181,Exercise Anywhere,Nordic Walking,3
E07000181,GLL,"Adult Activities, Swimming",15
E07000181,GLL,"Badminton, Swimming",44
E07000181,GLL,"Basketball, Swimming",137
E07000181,GLL,"Fitness Classes, Swimming",1108
E07000181,GLL,"Fitness classes, Swimming",66
E07000181,GLL,"Football, Swimming",167
E07000181,GLL,"Games, Swimming",153
E07000181,GLL,"Gym Workout, Swimming",296
E07000181,GLL,"Kids Activities , Swimming",9
E07000181,GLL,"Netball draft, Swimming",16
E07000181,GLL,"Senior  Activities, Swimming",32
E07000181,GLL,"Social Activities, Swimming",113
E07000181,GLL,"Squash, Swimming",53
E07000181,GLL,Swimming,318
E07000181,GLL,"Swimming, Swimming",1301
E07000192,Exercise Anywhere,Nordic Walking,66
E07000192,Playwaze,Dodgeball,4
E07000193,Actihire,Sports Hall,328226
E07000193,British Triathlon,Triathlon,1
E07000193,Everyone Active,,94250
E07000193,Everyone Active,Gym Workout,10
E07000193,Everyone Active,Swimming,35
E07000193,Exercise Anywhere,Nordic Walking,6
E07000193,Playwaze,FitSteps®,4
E07000193,Playwaze,Pilates,4
E07000194,British Triathlon,Triathlon,1
E07000194,Playwaze,Group Exercise,4
E07000196,British Triathlon,Triathlon,1
E07000196,Played,Golf,40
E07000197,Exercise Anywhere,Nordic Walking,42
E07000198,Exercise Anywhere,Nordic Walking,18
E07000200,TeamUp,,72
E07000202,GoodGym,Running,1
E07000202,LRSO,Sports Hall,96932
E07000202,TeamUp,,951
E07000203,Bookwhen,Baby Yoga,4
E07000203,Bookwhen,"Yin Yoga, Yoga",24
E07000203,British Triathlon,Aquathlon,9
E07000203,British Triathlon,Duathlon,1
E07000203,British Triathlon,Triathlon,3
E07000203,Everyone Active,,82515
E07000203,Everyone Active,Circuit Training,5
E07000207,Bookwhen,Bounce,8
E07000207,Exercise Anywhere,Nordic Walking,81
